path,label
0/mnist_4302-0.png,0
0/mnist_4766-0.png,0
0/mnist_2402-0.png,0
0/mnist_5503-0.png,0
0/mnist_1436-0.png,0
0/mnist_3953-0.png,0
0/mnist_4709-0.png,0
0/mnist_2650-0.png,0
0/mnist_3913-0.png,0
0/mnist_459-0.png,0
0/mnist_2836-0.png,0
0/mnist_4794-0.png,0
0/mnist_5175-0.png,0
0/mnist_4400-0.png,0
0/mnist_419-0.png,0
0/mnist_4402-0.png,0
0/mnist_871-0.png,0
0/mnist_3743-0.png,0
0/mnist_4219-0.png,0
0/mnist_904-0.png,0
0/mnist_2347-0.png,0
0/mnist_4027-0.png,0
0/mnist_5173-0.png,0
0/mnist_652-0.png,0
0/mnist_1163-0.png,0
0/mnist_349-0.png,0
0/mnist_3181-0.png,0
0/mnist_5519-0.png,0
0/mnist_569-0.png,0
0/mnist_1148-0.png,0
0/mnist_71-0.png,0
0/mnist_668-0.png,0
0/mnist_809-0.png,0
0/mnist_4032-0.png,0
0/mnist_1773-0.png,0
0/mnist_1413-0.png,0
0/mnist_203-0.png,0
0/mnist_1325-0.png,0
0/mnist_297-0.png,0
0/mnist_3861-0.png,0
0/mnist_2719-0.png,0
0/mnist_4953-0.png,0
0/mnist_3550-0.png,0
0/mnist_5264-0.png,0
0/mnist_2344-0.png,0
0/mnist_3483-0.png,0
0/mnist_5146-0.png,0
0/mnist_4805-0.png,0
0/mnist_1012-0.png,0
0/mnist_806-0.png,0
0/mnist_3862-0.png,0
0/mnist_2780-0.png,0
0/mnist_5142-0.png,0
0/mnist_3402-0.png,0
0/mnist_4607-0.png,0
0/mnist_4252-0.png,0
0/mnist_5391-0.png,0
0/mnist_1740-0.png,0
0/mnist_3657-0.png,0
0/mnist_3218-0.png,0
0/mnist_3409-0.png,0
0/mnist_4970-0.png,0
0/mnist_5495-0.png,0
0/mnist_1361-0.png,0
0/mnist_3383-0.png,0
0/mnist_308-0.png,0
0/mnist_2283-0.png,0
0/mnist_5419-0.png,0
0/mnist_622-0.png,0
0/mnist_3436-0.png,0
0/mnist_4780-0.png,0
0/mnist_5455-0.png,0
0/mnist_1023-0.png,0
0/mnist_2200-0.png,0
0/mnist_2238-0.png,0
0/mnist_3933-0.png,0
0/mnist_582-0.png,0
0/mnist_2658-0.png,0
0/mnist_1452-0.png,0
0/mnist_2048-0.png,0
0/mnist_759-0.png,0
0/mnist_2409-0.png,0
0/mnist_4206-0.png,0
0/mnist_1656-0.png,0
0/mnist_1118-0.png,0
0/mnist_734-0.png,0
0/mnist_2515-0.png,0
0/mnist_1612-0.png,0
0/mnist_1681-0.png,0
0/mnist_3701-0.png,0
0/mnist_5837-0.png,0
0/mnist_2003-0.png,0
0/mnist_3344-0.png,0
0/mnist_1737-0.png,0
0/mnist_2732-0.png,0
0/mnist_3346-0.png,0
0/mnist_1219-0.png,0
0/mnist_3904-0.png,0
0/mnist_3338-0.png,0
0/mnist_3694-0.png,0
0/mnist_382-0.png,0
0/mnist_1593-0.png,0
0/mnist_2376-0.png,0
0/mnist_4643-0.png,0
0/mnist_2240-0.png,0
0/mnist_3581-0.png,0
0/mnist_859-0.png,0
0/mnist_2736-0.png,0
